nace,esize_class,gender,age_class,lpk,education,experience,target,xgb,grb,rf,lm,svr,tf
C,GT_250,M,14-29,p821,G2,1,4.61,4.477588,4.785598426060997,4.476205605252139,4.441926996542003,4.298893655575492,4.447309
C,GT_250,F,40-49,p821,G3,1,4.39,4.300373,4.025947268736222,4.076873623810161,4.637661375369045,4.300353765992833,4.2300305
C,GT_250,F,50-59,p821,G3,1,4.1,4.037647,3.962588959797436,4.017483696432895,4.386486434589903,4.083150837773065,3.818625
C,GT_250,F,14-29,p821,G3,1,4.62,4.322675,4.130303216434521,4.22474288982806,4.511996686021317,4.2668778797556435,4.041539
C,GT_250,F,50-59,p821,G2,1,3.97,3.915528,3.9467085319636315,3.849411283197848,3.8753243055171933,3.9375407231948225,3.7699823
C,GT_250,F,40-49,p821,G2,1,3.8,4.022278,4.01006684090242,3.920413938247979,4.126499246296334,4.047006288730432,3.9971929
C,GT_250,F,30-39,p821,G1,1,4.14,3.9199436,3.8470280754444244,3.8750619077144304,4.055376799595218,4.426499863138224,4.065224
C,GT_250,F,50-59,p821,G2,1,4.16,3.915528,3.9467085319636315,3.849411283197848,3.8753243055171933,3.9375407231948225,3.7699823
C,GT_250,F,40-49,p821,G3,0,4.08,4.00481,3.8535968647792567,4.102975228062486,4.621627947414379,4.205969346921645,4.1198516
C,GT_250,M,14-29,p742,G3,0,5.4,4.9654145,5.156608644996461,5.013607280860844,5.58155674547989,4.973243723137692,4.7787237
C,GT_250,F,14-29,p821,G2,0,4.56,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,30-39,p821,G3,0,4.26,4.329328,3.9799966570725616,4.092837478079014,4.7997796565797595,4.456463024172368,4.0255027
C,GT_250,F,40-49,p821,G2,0,4.09,3.7945232,3.9335227915696933,3.920302823349154,4.110465818341669,3.959511032604947,3.9406152
C,GT_250,F,50-59,p821,G2,0,4.14,3.7213972,3.9025415529256904,3.851759483318585,3.8592908775625276,3.904118083721029,3.7742095
C,GT_250,F,14-29,p821,G2,0,5.03,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,14-29,p821,G3,0,5.56,4.1018095,3.9799966570725616,4.1100968929390325,4.495963258066651,4.122646632387298,3.8858676
C,GT_250,M,14-29,p821,G2,0,2.78,4.1917787,4.4425955564141795,4.1892447367009416,4.4258935685873375,4.072961670497808,4.408716
C,GT_250,F,14-29,p821,G3,0,3.81,4.1018095,3.9799966570725616,4.1100968929390325,4.495963258066651,4.122646632387298,3.8858676
C,GT_250,F,40-49,p312,G2,0,5.7,4.7831197,5.01919014057602,4.908768554399879,5.300237234056584,4.8819320402911375,5.4107537
C,GT_250,M,14-29,p742,G2,0,5.99,4.7023745,4.932356616042783,4.762594223067078,5.070394616407181,4.569037115951968,4.8036637
C,GT_250,M,40-49,p732,G2,0,4.66,4.6511016,4.750494461609509,4.5412372104931675,5.017374076578626,5.06222178148295,6.132122
C,GT_250,F,14-29,p821,G1,0,3.85,3.7081134,3.79071844017975,3.9059579114736542,3.735526973127445,4.002980914857101,3.6544294
C,GT_250,F,14-29,p821,G2,0,3.68,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,M,14-29,p821,G2,0,3.46,4.1917787,4.4425955564141795,4.1892447367009416,4.4258935685873375,4.072961670497808,4.408716
C,GT_250,F,50-59,p821,G2,0,3.77,3.7213972,3.9025415529256904,3.851759483318585,3.8592908775625276,3.904118083721029,3.7742095
C,GT_250,F,14-29,p821,G2,0,4.19,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,M,14-29,p732,G2,0,3.94,4.629637,4.814555479735594,4.754474033480961,4.891709387230899,4.5530240512403815,4.712396
C,GT_250,M,14-29,p821,G2,0,4.38,4.1917787,4.4425955564141795,4.1892447367009416,4.4258935685873375,4.072961670497808,4.408716
C,GT_250,F,50-59,p821,G2,0,4.93,3.7213972,3.9025415529256904,3.851759483318585,3.8592908775625276,3.904118083721029,3.7742095
C,GT_250,F,14-29,p821,G2,0,3.74,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,40-49,p821,G2,0,4.3,3.7945232,3.9335227915696933,3.920302823349154,4.110465818341669,3.959511032604947,3.9406152
C,GT_250,F,14-29,p821,G2,0,5.86,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,14-29,p821,G2,0,3.23,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,14-29,p821,G2,0,3.69,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,40-49,p821,G2,0,3.77,3.7945232,3.9335227915696933,3.920302823349154,4.110465818341669,3.959511032604947,3.9406152
C,GT_250,F,50-59,p821,G2,0,3.47,3.7213972,3.9025415529256904,3.851759483318585,3.8592908775625276,3.904118083721029,3.7742095
C,GT_250,F,40-49,p821,G2,0,3.52,3.7945232,3.9335227915696933,3.920302823349154,4.110465818341669,3.959511032604947,3.9406152
C,GT_250,F,40-49,p821,G2,0,3.67,3.7945232,3.9335227915696933,3.920302823349154,4.110465818341669,3.959511032604947,3.9406152
C,GT_250,F,14-29,p821,G2,0,3.4,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,14-29,p821,G3,0,4.23,4.1018095,3.9799966570725616,4.1100968929390325,4.495963258066651,4.122646632387298,3.8858676
C,GT_250,F,14-29,p821,G2,0,3.47,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,40-49,p821,G2,0,3.87,3.7945232,3.9335227915696933,3.920302823349154,4.110465818341669,3.959511032604947,3.9406152
C,GT_250,F,14-29,p821,G2,0,3.72,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,40-49,p821,G2,0,4.31,3.7945232,3.9335227915696933,3.920302823349154,4.110465818341669,3.959511032604947,3.9406152
C,GT_250,F,14-29,p821,G2,0,3.76,3.8169935,3.9996905105967206,3.904008064165327,3.984801128993942,3.8427338627868988,3.9042704
C,GT_250,F,14-29,p821,G1,0,3.39,3.7081134,3.79071844017975,3.9059579114736542,3.735526973127445,4.002980914857101,3.6544294
O,GT_250,M,50-59,p832,G2,7,2.33,3.2980695,3.4935286380850803,3.304958755724146,4.013976408778721,2.9229153780740402,3.4172077
O,GT_250,M,40-49,p225,G4,7,3.93,5.2817407,6.047200587825197,4.841389710968347,5.380960816195517,4.626917940456312,4.3830347
O,GT_250,F,50-59,p325,G4,7,4.92,4.543402,5.1570946942587765,4.578226771158055,4.950200667018722,4.451831598937501,4.1198916
O,GT_250,F,50-59,p325,G4,7,5.04,4.543402,5.1570946942587765,4.578226771158055,4.950200667018722,4.451831598937501,4.1198916
O,GT_250,M,40-49,p121,G4,7,9.74,9.024846,9.51061253809759,9.346508804252496,8.93469459451408,9.411138683051412,8.785964
H,1_49,M,30-39,p121,G3,10,11.83,5.883468,5.504139975567324,6.635495637205724,7.22029188406335,5.309584389728738,6.1839533
H,1_49,F,30-39,p243,G3,1,5.75,5.22407,5.0147910078770215,5.049854274274189,5.158564808989989,5.131379404523902,5.8838906
H,1_49,F,40-49,p243,G3,2,4.93,4.6950727,4.956232772995533,4.862304567909206,4.996446527779274,4.575414909968899,5.3397346
H,1_49,F,14-29,p243,G3,1,3.88,5.2121053,5.1664336246364275,5.212630052486496,4.854748410476881,5.38920995304806,5.541345
F,1_49,F,30-39,p334,G3,7,2.73,3.727207,3.6247757526851188,3.9442022368580205,3.770308750423717,2.9178605562051603,3.8933034
F,1_49,M,30-39,p711,G2,1,2.19,3.1396322,3.180851659785917,2.8824853275035527,3.418385299420346,2.829978391207695,3.0747192
F,1_49,M,14-29,p711,G2,1,2.19,3.1217258,3.180851659785917,2.935517140060283,3.1145689009072384,3.1673046617241414,3.1676087
F,1_49,M,14-29,p711,G2,1,2.19,3.1217258,3.180851659785917,2.935517140060283,3.1145689009072384,3.1673046617241414,3.1676087
K,1_49,F,30-39,p134,G4,7,13.66,9.154448,8.880990550345583,9.42212107027423,8.49980109243117,7.761111355995956,8.416567
K,1_49,M,14-29,p243,G3,1,8.2,6.470981,6.572321567386607,5.971091359470386,6.1447884903401135,6.425845238731736,6.569017
K,1_49,M,14-29,p242,G3,0,5.87,5.929805,5.616938470402302,5.788874722423125,5.557648405765593,5.2572595871487735,6.177021
M,1_49,M,14-29,p121,G3,0,2.49,6.5019026,6.7621485559518915,7.068998235703299,7.214377596974607,6.580619341687028,6.4817324
M,1_49,M,14-29,p723,G3,0,3.23,3.5507414,3.807294664812635,3.0503739900702103,4.322656482122866,3.4718594474024407,4.0710335
M,1_49,M,14-29,p723,G3,0,2.49,3.5507414,3.807294664812635,3.0503739900702103,4.322656482122866,3.4718594474024407,4.0710335
J,50_249,M,14-29,p251,G3,0,5.54,9.886524,9.335055385341072,9.8164972169481,10.201599137048031,10.044408982033143,9.968185
J,50_249,M,14-29,p251,G3,4,7.74,10.410885,10.36190962742834,10.745845402808758,10.265732848866694,10.51463367924108,10.260215
J,50_249,M,30-39,p251,G3,5,11.6,11.269064,11.86197225296735,10.629758059745841,10.585582675334468,12.355236532153574,12.278873
J,50_249,M,14-29,p251,G3,2,5.5,10.603453,10.368918776574215,11.031526358723069,10.233665992957363,10.340423667084654,10.112779
J,50_249,F,30-39,p251,G3,5,7.77,9.874523,9.949903004423081,10.039385970122778,10.144490235741072,11.413733129617793,11.137435
J,50_249,M,30-39,p251,G3,7,9.11,11.828845,11.305167386224838,11.512922748298438,10.6176495312438,12.237438961698773,12.132742
J,50_249,F,14-29,p251,G3,4,10.02,9.4410925,9.399785961771908,10.008352839969088,9.8246404092733,9.827673633213033,9.659335
J,50_249,M,14-29,p251,G3,4,6.7,10.410885,10.36190962742834,10.745845402808758,10.265732848866694,10.51463367924108,10.260215
J,50_249,F,30-39,p251,G3,11,12.3,10.92838,10.871399012489222,10.396823690552157,10.240690803469066,11.074844080947468,10.738099
J,50_249,F,14-29,p251,G3,5,6.86,9.88188,9.256014643257481,9.984273219358029,9.840673837227964,9.906556940874038,9.634636
J,50_249,M,14-29,p251,G3,1,6.63,10.16318,10.17073767737143,9.717006426806426,10.217632565002699,10.207435689023047,10.040019
J,50_249,M,30-39,p251,G3,2,9.11,12.086165,12.671120766138195,12.044468168866858,10.537482391470471,12.300267202088339,12.488961
J,50_249,M,30-39,p251,G3,5,9.2,11.269064,11.86197225296735,10.629758059745841,10.585582675334468,12.355236532153574,12.278873
J,50_249,M,30-39,p251,G3,8,8.63,11.246218,12.083157571375912,11.60891638299941,10.633682959198465,12.135975562007648,12.063585
R,1_49,M,40-49,p122,G4,5,7.55,7.4064326,7.071309612500796,7.750133100795434,8.235319826643504,7.369628872005796,7.013575
R,1_49,M,40-49,p962,G2,5,3.01,2.5210621,2.5370741902341636,2.5352941094826407,1.9980634910190855,2.454402738329485,2.932515
R,1_49,M,60+,p132,G2,3,4.81,4.1260996,4.2585987548816595,3.8129520907279653,4.726082345986873,3.2785448006447524,3.6914234
R,1_49,F,14-29,p332,G3,3,3.99,3.340746,3.410222390766508,3.685004589941737,2.8804424860284565,3.287110904582627,3.4242768
R,1_49,F,60+,p431,G2,3,2.46,3.1821826,2.8382764735581363,3.0650856416878876,1.7641793029710655,3.0730385875495148,3.124637
R,1_49,M,30-39,p143,G3,5,4.37,5.0761514,4.691382995746836,5.616774857833224,5.398870968223456,4.603528639154025,4.9202485
R,1_49,M,50-59,p311,G2,5,3.55,3.31567,3.090428346897416,3.3952128664239205,3.29168212266437,2.937164109057435,3.5200152
R,1_49,M,14-29,p962,G2,1,3.01,2.573255,2.578598501006785,2.597286395004167,1.8082650898526955,2.4110747061165934,2.9452145
R,1_49,M,14-29,p252,G3,4,3.55,5.164386,5.541413154419576,5.978555865960341,5.542712055699388,4.768021795678038,5.13559
C,50_249,F,50-59,p112,G4,12,3.57,8.28134,8.7946548049061,9.511805121804105,9.183580753282932,8.167291981363622,9.649037
C,50_249,M,50-59,p132,G4,20,6.36,8.361612,8.037487712937226,8.32820574309587,7.832890896832142,7.83492960780891,8.236343
C,50_249,M,30-39,p243,G3,17,4.64,6.3466682,6.9981863978225,7.0253866006032935,7.167574592530597,7.388459053821059,7.724041
C,50_249,M,30-39,p243,G3,1,6.94,7.5062475,7.598435097982343,7.725174482830386,6.911039745255946,7.552989188667543,7.506513
C,50_249,M,50-59,p332,G2,17,4.4,4.5633597,4.987268121439464,5.065591233960529,4.5425442696538525,4.8653921718562225,5.0357804
C,50_249,F,50-59,p312,G4,18,7.13,5.820312,5.429805239548679,5.479607323355155,6.074168212240193,5.72521071028336,4.632719
C,50_249,M,40-49,p112,G4,15,4.52,8.856427,10.917682376884294,9.883188120463705,9.923948417519465,10.00098184287833,11.2664175
C,50_249,F,40-49,p332,G3,16,4.98,5.0287,4.7679278630892155,4.8272194513015245,4.847755471957641,4.559196308490425,4.732346
C,50_249,F,40-49,p332,G3,15,4.11,4.914452,4.763361764466583,4.760544040601309,4.831722044002976,4.5812701473825665,4.7845526
C,1_49,F,14-29,p721,G2,2,2.73,3.6103826,3.6076195508221245,3.177403689406146,3.318833381081916,3.3552113935481964,3.870565
C,1_49,M,40-49,p132,G4,12,2.76,4.6246824,4.428590880651774,3.860411533052846,6.856941060519946,3.64266661167696,5.0750837
C,1_49,M,50-59,p721,G2,1,2.73,3.682075,3.6910523712807666,3.787030069910662,3.618382141289233,3.2707613544698066,3.5979443
C,1_49,M,60+,p721,G2,0,2.84,3.5686731,3.6159412130273676,3.577704601329607,3.394705230770792,3.784042962531995,3.7062922
R,1_49,M,50-59,p911,G2,12,2.45,2.3169198,2.4987094418715796,2.4225037563262393,1.8071124335260094,1.9250069974771313,2.3861516
R,1_49,F,30-39,p241,G4,4,2.88,4.7275176,4.789193350367492,5.161188177016198,4.723710637444788,4.665513716909659,4.9421268
R,1_49,F,40-49,p911,G2,0,2.66,2.4339738,2.4902504331678714,2.4700282205993207,1.4247937992557667,2.799032490365616,2.701871
R,1_49,F,50-59,p911,G2,0,2.45,2.361265,2.4356902151161135,2.460609626160849,1.173618858476626,2.587216723571434,2.6738315
R,1_49,F,50-59,p911,G2,0,2.45,2.361265,2.4356902151161135,2.460609626160849,1.173618858476626,2.587216723571434,2.6738315
G,50_249,F,30-39,p243,G3,4,9.21,6.283183,6.448450827576375,5.987713760178592,6.264876549203958,5.9868175612730905,6.0757575
G,50_249,M,30-39,p243,G3,2,9.93,7.1242085,7.0904879919861825,7.156749305279034,6.673902132888022,7.235296224516716,7.2648063
F,1_49,M,40-49,p711,G2,0,2.85,3.0779543,3.0664386782923807,2.890037701136032,3.2242001623003,2.840590275042357,2.97014
F,1_49,M,40-49,p711,G2,0,2.85,3.0779543,3.0664386782923807,2.890037701136032,3.2242001623003,2.840590275042357,2.97014
E,1_49,F,30-39,p132,G4,5,9.63,6.428244,5.537845515609594,6.507133168752975,6.411043681590294,5.473055626398268,5.2209463
E,1_49,M,60+,p817,G2,3,2.76,2.9956136,3.065468136693152,3.118124882158736,3.7127457024757575,2.695208788647677,2.9313629
E,1_49,M,50-59,p333,G2,3,2.76,3.0069444,3.1785186164975063,2.7986418414137133,3.3267009237271807,2.6487388070579208,2.3888414
S,1_49,F,40-49,p241,G3,5,3.53,4.583536,4.67857785897785,4.712328652363039,4.519415553037419,4.14310350928507,4.360012
S,1_49,F,50-59,p334,G4,3,3.12,4.57165,4.035803547936333,3.115843339192708,3.688903361075823,4.649507659315554,4.2979627
S,1_49,M,60+,p832,G2,1,5.15,2.8850367,2.9718978713252087,3.1129238957413796,2.369911476929274,3.1511612187546896,2.9303656
S,1_49,F,30-39,p334,G2,7,4.37,3.174572,3.2734240272392494,3.2364386601741746,3.1889806629576345,3.2966611105843944,3.697772
S,1_49,M,50-59,p261,G4,4,4.83,6.954517,7.092822560695806,7.089453749537458,6.676580969951667,7.318804480063599,8.022426
N,GT_250,F,60+,p912,G2,3,3.86,2.8795066,2.6788964070102232,3.465004138780264,2.6404690640848405,3.2469310714271837,3.19651
N,GT_250,M,30-39,p912,G2,8,2.64,3.4464545,3.290298624055184,3.2053201168572603,3.7986987759598616,3.383988861860048,3.1370316
N,GT_250,F,14-29,p332,G4,0,4.09,4.163367,4.445022250085411,4.366254866234895,4.831023959938864,4.587038665486346,4.1978173
N,GT_250,F,50-59,p334,G4,14,6.58,4.8472247,4.89158534199944,5.040646988667265,4.941687767930878,4.847762748557465,4.708769
N,GT_250,F,50-59,p911,G2,12,2.3,2.5403786,2.6902227006189507,2.398467422745297,2.882480820898355,2.7716350656738546,2.5817933
N,GT_250,M,60+,p961,G2,3,2.47,2.7473793,2.661374890472265,2.7344095815366374,2.7776672505330575,3.0825493370325665,2.8286147
K,50_249,F,40-49,p122,G4,0,14.21,10.132557,11.980608512933754,10.958528880863453,9.98369647749887,9.449738718729929,11.762856
K,50_249,F,14-29,p331,G3,2,6.83,5.273776,5.1517120047446685,5.03853169630837,5.2372046904518434,5.590014809099552,5.557595
K,50_249,F,30-39,p331,G3,0,4.64,5.177379,5.131497520122895,4.722466270051353,5.508954233055619,5.252511411449158,5.550906
G,1_49,F,40-49,p241,G4,13,8.2,5.5724497,5.226006968039939,5.608998398184879,4.971045119265603,4.355784039038626,5.0350566
G,1_49,M,30-39,p243,G4,3,7.58,5.751177,5.244335084580778,5.592697002179875,6.07329913819734,5.9127064049883025,5.8610034
D,1_49,M,14-29,p242,G2,0,3.69,3.6338356,4.150078117832738,3.667233217028253,4.484413258944847,3.570785441450482,3.8391037
D,1_49,F,40-49,p242,G3,1,2.3,4.316258,4.867023312035226,4.674649923602338,4.696181065726554,4.787563364212656,5.7448735
D,1_49,M,30-39,p132,G3,4,4.37,5.4049163,5.48198959871771,6.0448028152463,6.498953894542589,4.850200327278612,5.7239046
O,GT_250,M,50-59,p832,G2,4,2.28,3.3116927,3.3498590557325456,3.425764540456081,3.965876124914724,2.8942540773605194,3.420609
O,GT_250,F,60+,p242,G4,7,3.64,5.9147367,5.829274822084574,6.037650240301271,5.987343291069936,5.885269064170475,6.0069895
O,GT_250,F,60+,p225,G4,7,4.04,4.6461387,5.452393020259474,4.693107777838927,4.481049953259205,4.297405786892737,4.1240497
O,GT_250,F,60+,p325,G4,5,3.88,4.4290433,4.982028168757791,4.562070300474586,4.710490328545615,4.492617931853566,4.00787
O,GT_250,M,60+,p121,G4,7,10.41,8.102307,8.832086636746597,8.695836842916558,8.475876171171162,8.342488794996532,8.172154
O,GT_250,M,50-59,p832,G2,7,2.31,3.2980695,3.4935286380850803,3.304958755724146,4.013976408778721,2.9229153780740402,3.4172077
O,GT_250,M,60+,p121,G4,7,6.96,8.102307,8.832086636746597,8.695836842916558,8.475876171171162,8.342488794996532,8.172154
O,GT_250,F,50-59,p225,G4,7,4.78,4.7105074,5.615674152690154,4.760606380985829,4.68869343582298,4.529535591393822,3.9748473
O,GT_250,F,30-39,p325,G3,3,3.88,4.574105,5.120771883995792,4.372425435682875,4.833172674335917,4.0957724210589355,3.9384942
O,GT_250,F,50-59,p225,G4,0,3.16,4.708529,5.158226144388448,4.913099085723475,4.5764594401403205,4.561196642281857,3.3444536
C,50_249,F,40-49,p522,G3,4,4.07,3.572344,3.507349567724541,3.132072497087871,3.986895627724608,3.455421248423256,3.4758177
O,GT_250,M,60+,p225,G4,7,4.86,5.0168743,5.611180877830304,4.692413951201884,4.922142392852601,4.553813094770376,4.311595
O,GT_250,F,60+,p432,G2,7,2.57,4.1910615,4.127912289258176,4.197903345577179,4.161304552924374,4.115402775768222,4.099343
O,GT_250,M,60+,p832,G2,7,2.27,3.3272707,3.40604471288623,3.3376661174245754,3.8063329262149455,3.441402926300352,3.4231606
O,GT_250,M,50-59,p121,G4,7,6.33,8.009341,8.572355669228562,8.638248885387492,8.683519653734937,7.853522071398857,7.994962
O,GT_250,F,50-59,p225,G4,7,4.77,4.7105074,5.615674152690154,4.760606380985829,4.68869343582298,4.529535591393822,3.9748473
S,1_49,F,40-49,p514,G2,12,2.19,2.3518186,2.609358885088811,2.3579151159975864,2.3290568396882843,2.3256374116285787,2.6049707
S,1_49,F,40-49,p514,G2,0,2.24,2.633281,2.5898482331400583,2.573532746746537,2.1366557042322967,2.67643910018072,2.38437
S,1_49,F,40-49,p325,G2,2,2.46,2.7808046,2.806030865213642,2.742726621839081,2.787604526585484,2.231398767011237,3.0429816
S,1_49,M,50-59,p112,G3,17,2.24,5.636502,6.101512698797411,6.068386615041334,8.029449796282197,4.491873276886862,6.4257984
I,1_49,M,14-29,p512,G2,1,2.5,2.8536658,3.0634123695941717,2.675268795777419,3.042351621863849,2.8229495338594996,2.876885
I,1_49,F,14-29,p122,G3,0,4.37,6.385216,6.696446523715896,7.872613195153074,7.479152672068405,5.497812536232818,6.154126
I,1_49,F,40-49,p941,G2,2,2.5,2.4908812,2.560238554786032,2.5107254393767167,1.9842211464750572,2.7437604139091984,2.932515
I,1_49,M,14-29,p512,G2,2,4.0,2.8192136,3.0986078728845845,2.971559745438253,3.0583850498185146,2.873531517217908,2.9516153
I,1_49,F,14-29,p513,G2,0,4.42,2.798462,2.748416922799922,2.993628292357611,2.0847813448735164,2.9774994890843876,2.932515
P,1_49,F,14-29,p234,G3,0,3.55,4.1351194,3.9768511706728176,4.169402173532291,3.9721264236169436,4.162949118204589,4.2813997
P,1_49,F,30-39,p234,G3,0,3.14,4.143114,4.029327200442136,4.193072693029862,4.275942822130052,4.373166107351727,4.291295
P,1_49,F,30-39,p234,G3,0,3.77,4.143114,4.029327200442136,4.193072693029862,4.275942822130052,4.373166107351727,4.291295
M,50_249,M,30-39,p121,G4,8,8.2,11.836466,13.400217838352619,12.298906000537754,9.227539703387713,11.303418528111337,10.815692
M,50_249,M,14-29,p241,G3,6,8.13,6.7445583,6.790446626851224,6.790314669914349,6.289757584549019,6.990205425833421,7.0745525
M,50_249,M,30-39,p121,G4,4,10.47,11.718747,11.872889812656403,11.721529261386253,9.16340599156905,11.001682048273567,10.800042
M,50_249,M,14-29,p241,G3,1,6.75,6.493312,6.2384127650323675,6.107370580189669,6.20959044477569,6.29724472768516,6.626717
M,50_249,M,14-29,p241,G3,1,6.5,6.493312,6.2384127650323675,6.107370580189669,6.20959044477569,6.29724472768516,6.626717
M,50_249,M,14-29,p241,G3,1,5.57,6.493312,6.2384127650323675,6.107370580189669,6.20959044477569,6.29724472768516,6.626717
M,50_249,F,30-39,p241,G4,0,9.0,6.5961747,6.575567566583428,6.777795354195957,6.538501906549399,7.633669752409518,7.514595
M,50_249,F,30-39,p121,G4,0,10.83,9.535799,9.507979969795697,10.02926959562778,8.658179840156992,10.085876621229147,9.759462
O,GT_250,M,50-59,p225,G4,7,4.39,4.971673,5.6987299642597735,4.747058455686619,5.129785875416377,4.378674455087009,4.176027
O,GT_250,F,50-59,p225,G4,7,4.23,4.7105074,5.615674152690154,4.760606380985829,4.68869343582298,4.529535591393822,3.9748473
O,GT_250,F,50-59,p911,G2,7,2.19,2.6597939,2.7251043633794816,2.471227704687028,3.066117863328971,2.6939323010137457,2.951684
O,GT_250,M,50-59,p121,G4,7,7.09,8.009341,8.572355669228562,8.638248885387492,8.683519653734937,7.853522071398857,7.994962
F,GT_250,M,14-29,p711,G3,0,6.57,4.546525,4.505669075582124,4.896088728946228,4.9654337995818985,4.1466027314101215,4.77437
F,GT_250,M,14-29,p711,G2,0,6.96,4.724447,4.460003748202675,4.879342098410912,4.454271670509188,4.680188872153538,4.6640286
F,GT_250,M,40-49,p834,G2,0,7.21,5.580877,5.003480638449117,5.170313675392862,5.419962223074364,5.71488715012775,5.375907
F,GT_250,M,40-49,p711,G2,0,7.22,5.0954337,4.419080800965185,5.355926672541169,4.579936359856916,5.531856101060405,5.2640114
F,GT_250,M,50-59,p112,G4,25,21.04,10.603147,11.134543752925834,12.058566661010817,10.065840306678172,11.042974262711947,12.071603
F,GT_250,M,14-29,p711,G2,0,7.12,4.724447,4.460003748202675,4.879342098410912,4.454271670509188,4.680188872153538,4.6640286
E,1_49,M,40-49,p515,G4,1,2.73,4.4228687,3.708025950027029,3.120498384628234,3.881065801091988,4.398186822225632,3.3043919
E,1_49,M,60+,p933,G4,1,2.35,2.9923728,2.6526287137395004,2.744064389380752,3.1764351481054502,2.9626418190703565,3.8166862
N,GT_250,F,60+,p751,G2,5,2.21,3.3616188,3.624778892898802,3.7000990901241506,3.485030250593788,3.2062961446835767,3.8685193
N,GT_250,F,50-59,p932,G2,1,4.45,3.1146564,2.927903464505767,3.436255250093327,2.948631478586227,3.5977150107699294,3.3367555
N,GT_250,M,50-59,p933,G2,1,3.82,3.487292,3.078204892941261,3.624422507713156,3.443522670855778,4.029851164543233,3.99403
N,GT_250,F,40-49,p752,G2,0,3.73,3.3466375,3.4787873232364275,3.5233621862807865,3.9442262392111154,3.316101357879596,3.8425956
N,GT_250,F,14-29,p962,G2,0,3.02,2.6618185,2.7715996630182596,2.9076210961877558,2.8676000492703757,2.8269002676979715,2.9834323
N,GT_250,F,14-29,p814,G2,0,2.78,3.3383007,3.700885047146192,3.4086192218035847,4.4237763285595655,3.636287707248001,3.4209337
N,GT_250,F,14-29,p962,G2,0,3.19,2.6618185,2.7715996630182596,2.9076210961877558,2.8676000492703757,2.8269002676979715,2.9834323
N,GT_250,M,14-29,p962,G2,0,3.38,2.7630196,2.859895625283413,2.825549976254786,3.3086924888637714,2.7672857540385736,2.926544
N,GT_250,M,14-29,p962,G2,0,3.37,2.7630196,2.859895625283413,2.825549976254786,3.3086924888637714,2.7672857540385736,2.926544
N,GT_250,M,14-29,p752,G2,0,3.57,3.531749,3.549593370508385,3.334219802437534,4.259653989456784,3.32248015605523,3.4394505
N,GT_250,F,14-29,p962,G2,0,2.84,2.6618185,2.7715996630182596,2.9076210961877558,2.8676000492703757,2.8269002676979715,2.9834323
N,GT_250,F,14-29,p962,G2,0,3.26,2.6618185,2.7715996630182596,2.9076210961877558,2.8676000492703757,2.8269002676979715,2.9834323
N,GT_250,M,14-29,p751,G2,0,3.31,3.4825892,3.549593370508385,3.4086290262672234,4.179109284409045,3.3602485401815003,3.4912705
N,GT_250,F,40-49,p962,G3,0,2.44,2.86236,2.870162423810099,2.7197715611100852,3.504426867690813,2.82938185731712,2.4859447
N,GT_250,F,30-39,p962,G2,0,3.35,2.7955406,2.7715996630182596,2.812927189451074,3.171416447783483,2.893002063342457,3.0383315
N,GT_250,M,60+,p752,G2,0,2.7,3.408903,3.3550505609049512,3.437006849059739,3.926500255461595,3.3130209153332384,3.6001546
N,GT_250,M,40-49,p817,G2,0,2.8,3.5992072,3.949932763722332,3.49079394868189,5.176290942022603,4.752818787308278,4.23612
N,GT_250,M,14-29,p962,G2,0,2.44,2.7630196,2.859895625283413,2.825549976254786,3.3086924888637714,2.7672857540385736,2.926544
N,GT_250,F,50-59,p814,G2,0,2.52,3.2995155,3.6208300787315437,3.401511548925652,4.298266077128152,3.397633023163392,4.866954
N,GT_250,M,14-29,p751,G2,1,2.36,3.6901524,3.723390554422372,3.763284580926877,4.195142712363711,3.5059661954117836,3.501992
N,GT_250,F,50-59,p932,G2,0,3.0,2.973264,2.8563850123518066,3.4024437011458155,2.932598050631561,3.563333788599157,3.3381383
N,GT_250,M,14-29,p962,G2,0,2.45,2.7630196,2.859895625283413,2.825549976254786,3.3086924888637714,2.7672857540385736,2.926544
N,GT_250,F,60+,p962,G2,1,3.2,2.681898,2.552212678766454,2.7227183104495594,2.550479743229852,2.7215947682525696,2.932515
