nace,esize_class,gender,age_class,lpk,education,experience,target
C,50_249,M,30-39,243,G3,0,7.6
C,50_249,F,50-59,311,G2,2,6.01
C,50_249,M,50-59,214,G4,0,2.19
C,50_249,F,50-59,311,G2,5,5.17
C,50_249,M,30-39,311,G2,2,7.28
C,50_249,M,30-39,721,G2,0,7.27
C,50_249,M,50-59,311,G2,0,6.56
C,50_249,M,30-39,311,G2,3,7.98
S,1_49,F,30-39,911,G2,1,2.19
S,1_49,M,14-29,933,G2,0,2.19
S,1_49,F,40-49,731,G2,0,2.19
H,1_49,M,30-39,132,G3,3,3.67
H,1_49,M,14-29,332,G3,2,4.05
H,1_49,F,14-29,332,G3,2,4.66
H,1_49,M,14-29,243,G3,2,5.42
N,1_49,F,14-29,422,G3,0,2.87
N,1_49,F,14-29,334,G3,0,5.69
N,1_49,F,14-29,422,G3,0,2.87
N,1_49,F,14-29,243,G3,1,5.32
N,1_49,F,14-29,422,G3,0,3.3
N,1_49,F,30-39,243,G3,11,7.87
N,1_49,F,14-29,422,G3,0,3.66
N,1_49,F,30-39,251,G3,0,8.27
M,1_49,F,14-29,225,G4,3,4.28
M,1_49,F,30-39,225,G4,6,3.45
H,50_249,F,40-49,334,G2,1,4.57
H,50_249,M,40-49,832,G2,1,2.62
H,50_249,M,50-59,832,G2,0,2.5
H,50_249,M,14-29,832,G2,0,3.33
H,50_249,M,50-59,832,G2,0,2.76
H,50_249,M,50-59,832,G2,1,2.69
H,50_249,M,40-49,243,G4,3,4.75
H,50_249,M,14-29,333,G3,3,4.38
H,50_249,M,60+,832,G2,1,2.56
C,50_249,F,50-59,753,G2,14,3.72
C,50_249,F,50-59,754,G2,14,3.92
C,50_249,F,50-59,753,G2,23,4.1
C,50_249,F,40-49,753,G2,2,3.55
C,50_249,F,60+,753,G2,21,4.04
C,50_249,F,60+,754,G2,14,3.31
C,50_249,F,40-49,753,G2,6,3.14
C,50_249,F,40-49,132,G4,17,9.19
C,50_249,F,60+,753,G2,23,3.97
B,1_49,M,40-49,311,G2,11,4.43
B,1_49,M,30-39,311,G2,4,4.8
B,1_49,M,14-29,311,G2,2,4.8
B,1_49,M,14-29,312,G2,3,5.26
C,GT_250,M,40-49,818,G2,27,5.83
C,GT_250,F,40-49,816,G3,26,3.38
C,GT_250,F,50-59,334,G2,22,4.29
C,GT_250,M,50-59,834,G2,20,3.82
C,GT_250,F,14-29,314,G4,0,5.77
C,GT_250,F,30-39,816,G2,1,5.57
C,GT_250,F,60+,911,G2,1,2.45
C,GT_250,M,14-29,933,G2,4,3.77
C,GT_250,F,40-49,818,G2,4,4.86
C,GT_250,F,60+,816,G2,5,4.88
C,GT_250,F,40-49,241,G4,19,9.47
C,GT_250,M,50-59,721,G2,9,5.32
C,GT_250,M,50-59,722,G2,23,5.64
C,GT_250,F,60+,132,G4,40,8.74
C,GT_250,F,50-59,214,G4,38,6.64
C,GT_250,F,50-59,132,G4,28,6.08
C,GT_250,M,50-59,816,G2,36,4.58
C,GT_250,M,60+,723,G2,35,5.65
C,GT_250,M,40-49,834,G2,3,4.17
C,GT_250,M,40-49,818,G2,3,4.34
C,GT_250,F,50-59,432,G2,27,5.07
C,GT_250,M,40-49,834,G3,21,5.61
C,GT_250,F,40-49,522,G2,21,4.01
C,GT_250,F,30-39,214,G4,1,4.48
C,GT_250,M,40-49,818,G2,0,3.57
C,GT_250,F,14-29,818,G3,0,3.59
C,GT_250,M,14-29,122,G4,0,11.41
C,GT_250,M,40-49,818,G2,1,3.59
C,GT_250,F,14-29,122,G4,1,5.98
C,GT_250,F,60+,818,G3,2,3.59
C,GT_250,M,50-59,722,G2,4,5.74
C,GT_250,F,30-39,261,G4,12,5.59
C,GT_250,M,40-49,816,G2,12,5.21
C,GT_250,F,40-49,214,G4,12,10.45
C,GT_250,M,40-49,122,G4,13,11.27
C,GT_250,F,50-59,241,G3,23,5.57
C,GT_250,F,50-59,818,G3,29,3.77
N,GT_250,M,40-49,541,G2,10,2.9
N,GT_250,M,30-39,541,G2,5,2.65
N,GT_250,M,14-29,541,G2,4,2.65
N,GT_250,M,40-49,541,G2,4,2.48
N,GT_250,F,30-39,541,G2,3,2.74
N,GT_250,M,30-39,541,G2,2,2.98
N,GT_250,M,50-59,541,G2,2,2.68
N,GT_250,M,60+,541,G2,2,2.64
N,GT_250,M,50-59,541,G2,2,2.34
N,GT_250,M,14-29,541,G3,2,2.67
N,GT_250,M,60+,541,G2,1,2.43
N,GT_250,F,50-59,541,G2,1,2.62
N,GT_250,M,14-29,541,G2,1,2.27
N,GT_250,M,60+,541,G2,1,2.22
N,GT_250,M,40-49,541,G2,1,2.62
N,GT_250,M,60+,541,G2,0,2.66
N,GT_250,M,60+,541,G2,0,2.5
N,GT_250,M,14-29,541,G1,1,2.7
R,1_49,F,40-49,265,G4,0,4.6
R,1_49,M,60+,112,G4,18,6.81
R,1_49,F,30-39,265,G3,6,3.94
N,50_249,F,30-39,243,G4,2,11.13
N,50_249,F,30-39,243,G4,0,9.75
P,1_49,F,30-39,334,G3,0,3.01
N,50_249,M,50-59,315,G2,1,13.0
N,50_249,M,40-49,315,G2,0,12.5
N,50_249,F,30-39,242,G2,1,3.38
N,50_249,M,30-39,315,G3,0,13.47
N,50_249,M,40-49,315,G3,5,16.33
N,50_249,M,50-59,315,G3,4,18.37
N,50_249,M,50-59,315,G3,5,12.96
N,50_249,M,40-49,315,G3,4,16.5
N,50_249,M,50-59,315,G2,6,13.65
J,1_49,M,14-29,251,G3,0,10.12
J,1_49,M,14-29,251,G3,0,14.38
J,1_49,M,30-39,251,G3,1,13.26
Q,GT_250,F,50-59,251,G4,32,6.43
Q,GT_250,F,50-59,252,G4,30,7.81
Q,GT_250,F,60+,911,G2,23,2.4
Q,GT_250,F,50-59,222,G2,32,4.71
Q,GT_250,F,60+,515,G1,43,3.05
Q,GT_250,F,50-59,541,G2,37,5.63
Q,GT_250,F,50-59,222,G2,36,6.54
Q,GT_250,F,60+,222,G2,37,4.71
Q,GT_250,F,60+,325,G2,45,4.7
Q,GT_250,F,40-49,321,G3,25,5.63
Q,GT_250,F,50-59,222,G2,30,5.74
Q,GT_250,F,60+,221,G4,35,10.38
Q,GT_250,F,40-49,321,G3,22,5.17
Q,GT_250,M,60+,221,G4,35,9.03
Q,GT_250,F,40-49,515,G2,24,3.05
Q,GT_250,F,50-59,222,G2,33,4.74
Q,GT_250,F,40-49,222,G3,23,6.11
Q,GT_250,F,40-49,222,G3,25,6.59
Q,GT_250,M,60+,214,G4,20,6.98
Q,GT_250,F,40-49,222,G2,28,6.62
Q,GT_250,F,40-49,221,G4,18,9.18
Q,GT_250,F,30-39,222,G3,17,6.74
Q,GT_250,F,40-49,222,G3,17,6.87
Q,GT_250,F,40-49,226,G3,17,7.52
Q,GT_250,F,30-39,222,G3,17,6.62
Q,GT_250,F,40-49,222,G3,16,5.98
Q,GT_250,F,30-39,226,G3,15,7.74
Q,GT_250,F,30-39,222,G3,14,5.4
Q,GT_250,F,30-39,222,G3,14,5.81
Q,GT_250,F,50-59,222,G2,12,5.13
Q,GT_250,M,40-49,221,G4,12,11.77
Q,GT_250,F,30-39,222,G3,11,5.51
Q,GT_250,F,60+,221,G4,11,14.35
Q,GT_250,M,40-49,221,G4,10,14.02
Q,GT_250,F,50-59,321,G4,10,5.77
Q,GT_250,F,50-59,222,G2,10,5.0
Q,GT_250,F,30-39,222,G3,7,6.27
Q,GT_250,M,30-39,226,G3,7,6.88
Q,GT_250,F,30-39,222,G3,7,6.11
Q,GT_250,F,14-29,221,G4,2,3.55
Q,GT_250,M,14-29,221,G4,1,3.9
Q,GT_250,M,14-29,221,G4,1,4.21
Q,GT_250,F,14-29,221,G4,0,3.4
Q,GT_250,M,14-29,221,G4,0,3.33
Q,GT_250,F,14-29,221,G4,0,3.03
Q,GT_250,F,14-29,221,G4,0,3.23
Q,GT_250,F,14-29,221,G4,0,3.11
Q,GT_250,F,14-29,221,G4,0,2.77
Q,GT_250,F,14-29,221,G4,0,2.79
Q,GT_250,M,14-29,221,G4,0,2.67
Q,GT_250,F,14-29,221,G4,0,2.73
Q,GT_250,F,30-39,226,G4,16,7.39
Q,GT_250,F,30-39,221,G4,2,10.91
Q,GT_250,M,60+,221,G4,33,12.74
Q,GT_250,F,60+,221,G4,29,8.49
Q,GT_250,F,50-59,221,G4,13,12.53
Q,GT_250,M,30-39,221,G4,0,8.27
Q,GT_250,F,40-49,222,G2,26,6.83
Q,GT_250,F,14-29,222,G3,1,5.44
Q,GT_250,F,40-49,222,G2,22,5.46
Q,GT_250,F,50-59,222,G2,2,6.85
Q,GT_250,F,50-59,222,G2,35,5.2
Q,GT_250,F,30-39,263,G4,2,6.06
Q,GT_250,F,40-49,222,G2,23,6.33
Q,GT_250,F,14-29,222,G3,2,6.03
Q,GT_250,F,50-59,532,G2,1,3.4
Q,GT_250,F,40-49,532,G2,10,3.22
Q,GT_250,F,50-59,911,G2,32,2.29
Q,GT_250,M,60+,712,G2,9,4.11
Q,GT_250,F,30-39,515,G2,1,2.29
Q,GT_250,F,50-59,515,G2,24,3.0
Q,GT_250,F,14-29,226,G3,2,5.81
Q,GT_250,F,50-59,911,G2,1,2.29
Q,GT_250,F,40-49,214,G4,5,7.21
Q,GT_250,F,30-39,321,G3,5,4.26
Q,GT_250,F,14-29,222,G4,4,5.65
Q,GT_250,F,14-29,222,G3,3,6.92
Q,GT_250,F,40-49,222,G3,3,6.08
Q,GT_250,F,40-49,911,G2,3,2.31
Q,GT_250,M,14-29,221,G4,3,5.74
B,1_49,F,50-59,241,G4,25,6.72
B,1_49,M,40-49,834,G2,17,5.94
B,1_49,M,30-39,122,G3,5,10.02
B,1_49,M,60+,723,G2,4,5.18
H,1_49,M,40-49,833,G2,10,2.9
H,1_49,M,50-59,833,G2,7,2.9
H,1_49,M,60+,833,G2,8,2.9
P,1_49,F,50-59,412,G2,25,3.03
P,1_49,M,40-49,962,G2,0,2.19
P,1_49,M,50-59,515,G4,7,3.58
P,1_49,F,40-49,911,G2,4,2.19
J,1_49,M,14-29,251,G3,2,11.89
J,1_49,M,30-39,251,G3,1,17.89
J,1_49,M,30-39,251,G3,2,11.44
M,1_49,M,40-49,332,G4,5,3.26
M,1_49,F,40-49,241,G4,5,7.97
M,1_49,M,40-49,332,G4,5,3.26
M,1_49,M,40-49,332,G4,6,3.16
I,1_49,F,40-49,513,G2,0,2.19
I,1_49,M,14-29,512,G2,0,2.23
I,1_49,F,14-29,141,G3,2,2.34
F,50_249,F,40-49,241,G3,10,5.69
F,50_249,M,40-49,112,G2,8,4.05
F,50_249,M,30-39,333,G3,8,3.55
F,50_249,M,60+,215,G2,7,3.01
F,50_249,M,50-59,711,G2,5,3.01
F,50_249,M,40-49,132,G3,4,5.14
F,50_249,M,14-29,132,G3,4,5.7
F,50_249,M,50-59,711,G2,4,3.55
F,50_249,M,50-59,711,G2,4,3.01
F,50_249,M,50-59,711,G2,4,3.01
F,50_249,M,50-59,713,G2,3,3.01
F,50_249,F,50-59,911,G2,3,2.25
F,50_249,M,40-49,711,G2,3,5.69
M,1_49,M,14-29,311,G3,2,3.69
M,1_49,M,30-39,121,G4,3,6.09
M,1_49,F,14-29,214,G4,2,7.56
N,50_249,M,14-29,721,G2,0,3.2
N,50_249,M,14-29,712,G2,0,3.2
N,50_249,M,14-29,721,G2,0,3.2
N,50_249,M,14-29,721,G2,0,3.2
N,50_249,M,14-29,721,G2,0,3.21
N,50_249,M,30-39,721,G2,0,3.2
N,50_249,M,14-29,721,G2,0,3.2
N,50_249,M,14-29,721,G2,0,3.22
N,50_249,M,40-49,721,G1,0,3.2
N,50_249,M,14-29,721,G2,0,3.2
N,50_249,M,14-29,721,G2,0,3.2
N,50_249,M,14-29,741,G2,0,3.2
N,50_249,M,14-29,721,G2,0,3.2
N,50_249,M,14-29,721,G2,0,3.2
N,50_249,M,14-29,721,G2,0,3.2
K,1_49,M,14-29,251,G3,1,12.02
K,1_49,M,14-29,252,G4,0,11.48
K,1_49,M,30-39,252,G4,1,12.02
K,1_49,M,30-39,251,G3,1,13.66
K,1_49,M,30-39,251,G3,2,15.85
K,1_49,F,30-39,122,G3,1,15.98
K,1_49,M,14-29,251,G3,1,10.93
K,1_49,M,30-39,251,G4,1,16.39
J,1_49,F,14-29,251,G3,0,14.7
J,1_49,M,30-39,251,G3,2,14.38
J,1_49,M,14-29,251,G3,1,8.68
M,1_49,F,50-59,431,G3,6,4.55
M,1_49,F,30-39,431,G3,2,3.28
C,GT_250,F,60+,753,G2,3,2.46
C,GT_250,F,50-59,312,G3,32,4.09
C,GT_250,M,40-49,723,G3,25,5.08
C,GT_250,F,30-39,214,G3,15,4.69
C,GT_250,F,50-59,241,G3,32,9.56
C,GT_250,F,50-59,753,G2,21,3.7
C,GT_250,F,14-29,753,G2,4,3.23
C,GT_250,F,50-59,332,G3,6,3.28
C,GT_250,F,50-59,753,G2,17,4.17
C,GT_250,F,40-49,753,G2,30,2.79
C,GT_250,F,30-39,753,G2,7,2.62
C,GT_250,F,40-49,753,G2,14,3.5
C,GT_250,F,50-59,753,G2,41,2.46
C,GT_250,F,50-59,263,G3,36,3.17
C,GT_250,F,50-59,753,G2,32,2.43
C,GT_250,F,40-49,312,G2,22,4.39
C,GT_250,F,50-59,753,G2,20,3.66
C,GT_250,F,14-29,753,G2,5,4.5
C,GT_250,F,40-49,753,G2,32,2.46
S,1_49,M,40-49,252,G2,21,2.46
S,1_49,M,30-39,962,G1,6,2.3
S,1_49,F,14-29,962,G3,0,3.01
S,1_49,M,40-49,962,G2,6,2.3
S,1_49,M,30-39,962,G1,10,3.01
F,1_49,M,60+,132,G4,24,14.55
F,1_49,M,60+,214,G4,18,7.87
F,1_49,F,50-59,214,G4,17,7.6
Q,1_49,F,40-49,222,G3,0,2.86
Q,1_49,F,50-59,222,G4,0,2.86
Q,1_49,F,50-59,222,G4,0,2.91
Q,1_49,F,40-49,341,G3,0,2.91
C,1_49,F,40-49,732,G2,2,3.01
C,1_49,M,60+,132,G4,6,7.1
C,1_49,M,50-59,732,G2,17,3.38
J,1_49,F,14-29,216,G3,2,3.5
J,1_49,M,40-49,242,G4,8,4.1
H,1_49,F,30-39,243,G3,4,7.31
H,1_49,M,40-49,243,G3,5,4.39
H,1_49,M,40-49,132,G3,8,4.48
H,1_49,M,30-39,243,G3,5,9.4
C,50_249,F,14-29,241,G3,0,4.39
C,50_249,M,50-59,821,G2,2,3.97
C,50_249,M,40-49,721,G2,1,4.53
C,50_249,F,50-59,121,G3,7,5.46
C,50_249,M,30-39,214,G3,0,7.1
C,50_249,M,14-29,242,G3,0,6.56
C,50_249,M,14-29,721,G2,0,3.96
C,50_249,M,30-39,243,G2,0,4.37
C,50_249,M,14-29,721,G2,0,4.9
C,50_249,M,30-39,122,G4,1,7.74
G,50_249,F,30-39,142,G3,12,4.16
F,1_49,M,14-29,713,G2,0,2.87
F,1_49,M,40-49,713,G2,1,3.11
F,1_49,F,40-49,112,G4,3,2.24
F,1_49,M,30-39,711,G2,1,3.96
F,1_49,M,30-39,713,G2,1,2.54
M,1_49,F,14-29,225,G4,1,2.45
J,1_49,M,30-39,251,G4,5,12.5
J,1_49,M,30-39,251,G3,4,11.08
J,1_49,M,40-49,251,G4,4,8.34
J,1_49,M,14-29,251,G2,0,5.79
C,50_249,F,40-49,312,G2,23,3.76
C,50_249,F,50-59,932,G2,7,2.19
C,50_249,F,40-49,932,G2,17,3.42
C,50_249,F,30-39,815,G2,17,3.22
C,50_249,F,40-49,815,G2,21,4.08
C,50_249,F,50-59,815,G2,18,4.26
C,50_249,F,30-39,932,G2,13,3.1
C,50_249,F,40-49,932,G2,13,3.07
C,50_249,F,50-59,932,G2,12,3.54
C,50_249,F,40-49,815,G2,13,2.85
C,50_249,F,30-39,815,G2,3,2.4
C,50_249,F,40-49,815,G2,7,2.68
C,50_249,F,40-49,932,G2,5,3.14
C,50_249,F,30-39,815,G2,19,2.99
C,50_249,F,40-49,815,G2,20,4.08
R,1_49,M,50-59,134,G4,24,5.54
R,1_49,F,60+,911,G2,10,2.27
R,1_49,F,60+,134,G4,25,6.6
R,1_49,M,60+,515,G2,19,3.38
G,50_249,F,40-49,142,G3,8,5.05
L,50_249,F,40-49,911,G2,1,2.19
L,50_249,F,50-59,911,G2,1,2.19
L,50_249,F,60+,911,G2,1,3.05
L,50_249,M,60+,741,G2,6,4.81
L,50_249,M,30-39,214,G3,2,5.7
L,50_249,F,30-39,241,G3,2,7.91
L,50_249,M,60+,515,G2,2,2.72
L,50_249,F,50-59,961,G2,3,2.49
L,50_249,M,50-59,311,G2,1,2.84
C,1_49,F,40-49,132,G3,12,2.8
C,1_49,F,50-59,731,G2,14,2.43
C,1_49,F,30-39,731,G2,14,2.34
C,1_49,F,30-39,753,G3,8,2.3
C,1_49,F,60+,432,G2,18,3.28
C,1_49,F,40-49,432,G2,15,2.68
C,1_49,F,30-39,332,G3,10,4.98
M,1_49,F,14-29,243,G3,4,7.34
M,1_49,F,30-39,243,G3,1,7.34
M,1_49,F,30-39,243,G3,7,7.04
C,1_49,M,60+,711,G2,2,2.19
C,1_49,M,30-39,711,G2,2,2.19
C,1_49,M,14-29,711,G2,2,2.19
C,1_49,M,50-59,711,G2,2,2.19
G,50_249,F,30-39,142,G3,12,5.26
L,1_49,M,40-49,132,G3,8,2.24
L,1_49,F,30-39,121,G4,3,2.19
G,50_249,F,60+,241,G4,13,8.66
G,50_249,F,30-39,122,G3,0,10.79
G,50_249,F,40-49,243,G3,1,5.6
G,50_249,F,40-49,243,G3,1,5.37
G,50_249,F,40-49,522,G2,1,4.56
G,50_249,F,30-39,331,G2,8,4.53
G,50_249,F,14-29,122,G3,0,7.98
G,50_249,F,40-49,112,G3,12,13.73
G,50_249,F,40-49,122,G4,11,8.36
G,50_249,M,40-49,432,G2,11,5.69
G,50_249,M,30-39,432,G2,6,5.39
G,50_249,M,50-59,432,G2,12,6.3
E,50_249,F,30-39,933,G2,1,3.11
E,50_249,F,30-39,933,G2,1,2.46
E,50_249,F,14-29,431,G3,1,3.69
E,50_249,F,30-39,431,G2,0,3.3
E,50_249,M,50-59,833,G2,5,4.97
E,50_249,F,60+,933,G2,1,2.6
E,50_249,F,50-59,933,G2,0,2.55
E,50_249,M,50-59,933,G2,3,3.04
E,50_249,F,30-39,213,G3,0,4.37
E,50_249,M,50-59,833,G2,2,5.54
E,50_249,F,30-39,933,G2,1,3.11
E,50_249,M,40-49,121,G2,6,5.69
E,50_249,F,60+,933,G2,9,3.04
Q,GT_250,F,50-59,226,G4,29,6.65
Q,GT_250,M,60+,962,G2,11,2.19
Q,GT_250,M,50-59,214,G4,13,3.91
Q,GT_250,M,30-39,832,G2,11,3.09
Q,GT_250,M,60+,723,G2,24,2.23
Q,GT_250,F,60+,222,G2,31,6.94
Q,GT_250,F,40-49,222,G3,14,6.43
Q,GT_250,F,30-39,222,G3,12,6.95
Q,GT_250,F,14-29,222,G3,0,5.95
Q,GT_250,F,40-49,226,G3,25,5.87
Q,GT_250,F,60+,221,G4,39,12.38
Q,GT_250,F,14-29,222,G3,0,6.17
Q,GT_250,F,50-59,222,G4,31,6.91
Q,GT_250,F,50-59,222,G2,35,6.69
Q,GT_250,F,60+,222,G2,9,5.53
Q,GT_250,F,50-59,263,G4,35,7.41
Q,GT_250,F,30-39,222,G3,15,6.93
Q,GT_250,F,50-59,941,G2,2,2.24
Q,GT_250,F,60+,221,G4,40,12.69
Q,GT_250,F,40-49,532,G2,14,2.29
Q,GT_250,M,30-39,221,G4,9,10.88
Q,GT_250,F,14-29,325,G3,1,4.11
Q,GT_250,F,60+,222,G2,34,5.53
Q,GT_250,F,30-39,222,G3,10,6.92
Q,GT_250,F,50-59,325,G2,27,4.08
Q,GT_250,F,50-59,532,G2,26,2.34
Q,GT_250,F,40-49,911,G2,3,2.18
Q,GT_250,M,60+,221,G4,34,14.45
Q,GT_250,F,50-59,242,G4,29,3.79
Q,GT_250,F,14-29,532,G2,1,2.82
Q,GT_250,F,30-39,221,G4,7,13.06
Q,GT_250,F,40-49,222,G4,25,6.66
Q,GT_250,F,40-49,222,G3,13,6.05
Q,GT_250,F,50-59,222,G2,10,6.83
Q,GT_250,F,40-49,222,G2,24,6.7
Q,GT_250,F,50-59,222,G4,38,6.62
Q,GT_250,F,40-49,222,G3,24,5.59
Q,GT_250,F,14-29,222,G3,0,6.88
Q,GT_250,F,40-49,222,G2,28,6.7
Q,GT_250,F,40-49,221,G4,13,11.37
Q,GT_250,F,60+,221,G4,16,12.69
Q,GT_250,M,40-49,221,G4,14,11.55
Q,GT_250,M,60+,221,G4,34,10.79
Q,GT_250,M,50-59,221,G4,25,11.04
Q,GT_250,F,50-59,221,G4,23,9.75
Q,GT_250,M,40-49,221,G4,8,12.59
Q,GT_250,F,40-49,325,G3,15,5.61
Q,GT_250,M,30-39,221,G4,5,10.94
Q,GT_250,M,30-39,221,G4,4,11.81
Q,GT_250,M,30-39,221,G4,3,11.56
Q,GT_250,F,30-39,911,G2,2,2.18
Q,GT_250,F,60+,911,G2,39,2.18
Q,GT_250,F,50-59,911,G2,0,2.18
Q,GT_250,F,50-59,532,G2,13,2.3
Q,GT_250,F,50-59,532,G2,23,2.34
Q,GT_250,F,60+,221,G4,35,11.23
Q,GT_250,F,40-49,222,G2,27,6.63
Q,GT_250,F,40-49,221,G4,11,14.01
Q,GT_250,M,50-59,221,G4,2,5.86
Q,GT_250,M,30-39,221,G4,3,13.6
C,50_249,F,40-49,732,G2,3,4.68
C,50_249,M,14-29,732,G2,2,5.11
C,50_249,M,30-39,252,G3,10,6.85
C,50_249,M,30-39,432,G3,13,6.44
C,50_249,M,14-29,732,G2,0,4.59
C,50_249,M,14-29,732,G2,0,4.38
C,50_249,F,14-29,732,G3,3,5.48
C,50_249,M,30-39,333,G2,14,6.76
C,50_249,M,60+,732,G2,1,3.26
C,50_249,M,14-29,216,G3,1,8.63
C,50_249,F,40-49,331,G3,6,5.98
C,50_249,M,50-59,723,G3,21,5.16
C,1_49,F,50-59,753,G1,3,2.19
C,1_49,F,50-59,753,G2,2,2.19
C,1_49,F,14-29,753,G3,2,2.88
C,1_49,F,40-49,753,G2,2,2.19
H,1_49,F,50-59,513,G2,3,2.45
H,1_49,M,50-59,512,G2,3,2.39
H,1_49,F,50-59,512,G2,2,4.26
K,1_49,M,40-49,122,G4,0,2.73
K,1_49,F,40-49,121,G3,0,2.24
K,1_49,F,40-49,121,G3,0,2.24
K,1_49,F,50-59,121,G3,0,2.24
K,1_49,F,50-59,121,G3,1,3.77
L,1_49,M,60+,961,G4,1,2.19
L,1_49,F,40-49,241,G4,0,5.69
L,1_49,F,50-59,241,G4,0,4.89
L,1_49,F,50-59,911,G2,25,2.9
L,1_49,M,40-49,142,G4,5,3.96
H,1_49,M,30-39,833,G2,0,3.28
H,1_49,M,30-39,132,G2,5,3.28
H,1_49,M,14-29,833,G2,1,3.73
H,1_49,M,14-29,833,G2,0,2.83
H,1_49,M,40-49,833,G2,5,2.83
H,1_49,M,40-49,833,G2,3,2.83
H,1_49,M,40-49,833,G2,5,2.83
H,1_49,M,14-29,833,G2,2,2.83
C,50_249,M,60+,817,G2,15,4.87
C,50_249,M,14-29,817,G2,7,6.76
C,50_249,M,40-49,752,G2,6,6.24
C,50_249,M,14-29,817,G1,6,7.08
C,50_249,F,40-49,817,G2,6,4.34
C,50_249,F,60+,817,G2,6,4.38
C,50_249,M,50-59,313,G2,7,5.08
C,50_249,M,30-39,817,G2,6,6.07
C,50_249,M,60+,313,G2,6,4.94
C,50_249,M,30-39,214,G3,6,6.27
C,50_249,M,40-49,722,G2,2,5.3
C,50_249,M,30-39,132,G3,1,9.71
C,50_249,M,30-39,722,G2,2,5.88
H,1_49,M,50-59,121,G2,1,2.73
H,1_49,F,50-59,421,G2,0,4.89
G,1_49,F,40-49,522,G2,0,3.55
G,1_49,F,40-49,522,G2,10,3.19
G,1_49,F,40-49,142,G4,10,5.68
G,1_49,F,40-49,522,G2,1,3.13
P,1_49,F,50-59,112,G2,2,2.19
C,50_249,F,30-39,821,G2,6,4.27
C,50_249,F,30-39,821,G2,6,3.75
C,50_249,F,14-29,132,G3,6,7.68
C,50_249,F,40-49,821,G2,5,3.97
C,50_249,F,30-39,821,G2,5,2.32
C,50_249,F,30-39,821,G2,4,3.83
C,50_249,F,40-49,241,G3,4,5.98
C,50_249,F,40-49,821,G2,4,3.35
C,50_249,M,14-29,821,G2,2,3.9
I,1_49,F,30-39,512,G1,0,2.68
I,1_49,F,30-39,512,G1,1,2.3
I,1_49,F,40-49,512,G1,1,2.3
I,1_49,F,50-59,512,G1,0,2.51
I,1_49,F,50-59,832,G1,3,3.08
P,1_49,F,50-59,531,G4,0,3.02
P,1_49,F,30-39,531,G4,0,3.46
P,1_49,F,14-29,531,G3,2,2.96
C,1_49,F,30-39,241,G3,1,2.41
C,1_49,M,30-39,752,G2,3,2.21
C,1_49,F,60+,752,G2,4,2.2
C,1_49,M,14-29,214,G3,0,3.69
C,1_49,M,14-29,214,G3,2,5.91
N,1_49,M,30-39,754,G2,0,4.09
N,1_49,M,60+,962,G2,2,2.96
Q,1_49,F,40-49,512,G2,0,2.9
Q,1_49,F,50-59,341,G2,0,2.19
Q,1_49,F,30-39,341,G3,4,2.19
R,1_49,M,14-29,265,G2,0,2.19
R,1_49,M,14-29,962,G2,0,2.19
K,50_249,F,14-29,241,G4,1,7.1
K,50_249,F,14-29,332,G2,1,5.21
K,50_249,F,40-49,241,G4,4,7.15
K,50_249,F,14-29,241,G4,2,7.1
K,50_249,F,30-39,241,G4,5,8.36
K,50_249,F,14-29,241,G4,1,6.83
K,GT_250,M,30-39,422,G4,0,4.37
K,GT_250,M,14-29,251,G3,2,8.8
K,GT_250,M,30-39,251,G4,11,9.92
K,GT_250,M,60+,251,G4,17,11.69
K,GT_250,F,14-29,241,G4,5,8.1
K,GT_250,F,14-29,351,G2,0,4.23
K,GT_250,F,30-39,122,G4,6,10.66
K,GT_250,F,60+,241,G4,23,6.99
K,GT_250,M,14-29,241,G2,1,5.78
K,GT_250,F,50-59,331,G4,20,6.04
K,GT_250,F,50-59,331,G2,10,4.95
K,GT_250,F,30-39,122,G4,13,11.87
K,GT_250,F,14-29,241,G4,5,9.11
K,GT_250,F,30-39,331,G4,12,4.68
K,GT_250,M,14-29,251,G2,0,6.01
K,GT_250,M,30-39,134,G4,4,11.75
K,GT_250,F,30-39,241,G4,10,7.34
K,GT_250,M,14-29,331,G4,1,5.19
K,GT_250,F,14-29,422,G4,0,4.86
K,GT_250,M,30-39,241,G4,10,9.13
K,GT_250,M,30-39,241,G4,2,9.29
K,GT_250,M,14-29,351,G2,1,4.55
K,GT_250,F,30-39,422,G4,11,5.74
K,GT_250,M,14-29,422,G2,0,4.24
K,GT_250,F,30-39,331,G4,3,6.99
K,GT_250,F,14-29,331,G4,2,7.46
K,GT_250,M,14-29,251,G4,0,4.37
K,GT_250,F,30-39,241,G4,9,5.63
J,1_49,M,40-49,122,G3,11,6.52
J,1_49,F,50-59,242,G4,20,5.43
D,1_49,M,40-49,741,G2,12,4.24
D,1_49,M,60+,741,G2,20,4.11
D,1_49,M,40-49,832,G2,14,5.16
D,1_49,M,14-29,351,G4,2,4.35
D,1_49,M,60+,332,G4,11,4.35
M,1_49,F,14-29,112,G3,0,3.83
M,1_49,M,40-49,711,G2,0,3.85
M,1_49,M,30-39,711,G2,0,2.59
G,50_249,M,50-59,122,G3,9,5.46
G,50_249,M,40-49,132,G4,9,5.89
G,50_249,M,50-59,121,G2,6,3.28
G,50_249,M,60+,432,G3,9,3.55
G,50_249,M,30-39,712,G2,4,3.01
G,50_249,M,30-39,121,G3,5,8.13
